# SAXS profile: number of points = 367, q_min = 0.0212385, q_max = 0.386938, delta_q = 0.000999178961748634
# offset = 0.00000000000000, scaling c = 1.66895332167735e-06, Chi = 3.01952571608730
#  q       exp_intensity   model_intensity
0.26804    0.19153000      0.22282055     
0.26904    0.19166700      0.21968584     
0.27003    0.19454300      0.21658684     
0.27103    0.15556000      0.21351844     
0.27203    0.16630500      0.21048391     
0.27303    0.17106600      0.20748091     
0.27403    0.16270800      0.20450759     
0.27503    0.18258700      0.20157329     
0.27603    0.15618700      0.19866583     
0.27703    0.13873100      0.19579537     
0.27803    0.16856200      0.19295304     
0.27903    0.18229700      0.19014703     
0.28003    0.16180600      0.18737239     
0.28103    0.12600000      0.18463213     
0.28202    0.17185500      0.18192579     
0.28302    0.17182200      0.17924955     
0.28402    0.15164600      0.17660818     
0.28502    0.16398700      0.17400266     
0.28602    0.14080400      0.17142829     
0.28702    0.14579900      0.16888931     
0.28802    0.15289100      0.16638296     
0.28902    0.15606000      0.16391103     
0.29002    0.15260700      0.16147324     
0.29102    0.14354500      0.15907310     
0.29202    0.14138000      0.15670563     
0.29302    0.13001900      0.15437407     
0.29402    0.14413000      0.15207236     
0.29501    0.12200500      0.14981201     
0.29601    0.11409200      0.14758438     
0.29701    0.12022500      0.14539148     
0.29801    0.13009600      0.14323571     
0.29901    0.14432000      0.14111593     
0.30001    0.13264900      0.13902833     
0.30101    0.11353400      0.13698012     
0.30201    0.10347400      0.13496514     
0.30301    0.11914300      0.13298868     
0.30401    0.11000400      0.13104822     
0.30501    0.10432600      0.12914171     
0.30601    0.11380800      0.12726888     
0.30700    0.12253200      0.12543688     
0.30800    0.10205500      0.12363773     
0.30900    0.10447300      0.12187707     
0.31000    0.10792800      0.12015103     
0.31100    0.13195100      0.11845859     
0.31200    0.14731800      0.11680395     
0.31300    0.12788300      0.11518520     
0.31400    0.10558800      0.11360349     
0.31500    0.12610000      0.11205437     
0.31600    0.12856100      0.11054236     
0.31700    0.12139900      0.10906426     
0.31800    0.12980100      0.10762097     
0.31899    0.14946300      0.10621470     
0.31999    0.14047500      0.10484197     
0.32099    0.13090300      0.10350267     
0.32199    0.12133700      0.10219907     
0.32299    0.10573600      0.10092617     
0.32399    0.09994500      0.09968892     
0.32499    0.09861260      0.09848462     
0.32599    0.12084900      0.09731320     
0.32699    0.11707600      0.09617443     
0.32799    0.11592500      0.09506841     
0.32899    0.13323400      0.09399311     
0.32998    0.13795500      0.09295202     
0.33098    0.12989600      0.09193765     
0.33198    0.15374900      0.09095917     
0.33298    0.14850200      0.09000756     
0.33398    0.13855000      0.08908789     
0.33498    0.13793600      0.08819641     
0.33598    0.12638400      0.08733465     
0.33698    0.11231600      0.08650003     
0.33798    0.12204400      0.08569636     
0.33898    0.11930700      0.08491711     
0.33998    0.11068100      0.08416634     
0.34098    0.10041700      0.08344227     
0.34197    0.07129000      0.08274634     
0.34297    0.04769020      0.08207323     
0.34397    0.07145280      0.08142852     
0.34497    0.08867780      0.08080601     
0.34597    0.08287750      0.08020966     
0.34697    0.08268600      0.07963424     
0.34797    0.12514200      0.07908350     
0.34897    0.11112700      0.07855558     
0.34997    0.09881530      0.07804871     
0.35097    0.07947070      0.07756490     
0.35197    0.06633530      0.07709847     
0.35297    0.07292980      0.07665447     
0.35396    0.06859910      0.07622949     
0.35496    0.08910400      0.07582528     
0.35596    0.07411350      0.07543706     
0.35696    0.08016890      0.07506790     
0.35796    0.12242400      0.07471664     
0.35896    0.11609400      0.07438204     
0.35996    0.12588800      0.07406457     
0.36096    0.13761500      0.07376117     
0.36196    0.10796900      0.07347563     
0.36296    0.09482160      0.07320215     
0.36396    0.10588200      0.07294218     
0.36496    0.12816800      0.07269592     
0.36595    0.12872500      0.07246400     
0.36695    0.15149400      0.07224304     
0.36795    0.14188300      0.07203669     
0.36895    0.11143800      0.07184074     
0.36995    0.13687700      0.07165260     
0.37095    0.11694900      0.07147503     
0.37195    0.06670500      0.07130969     
0.37295    0.06803070      0.07115203     
0.37395    0.12068700      0.07100431     
0.37495    0.14851200      0.07086445     
0.37595    0.10393300      0.07073282     
0.37695    0.11441900      0.07060684     
0.37795    0.11226400      0.07048871     
0.37894    0.09165490      0.07037795     
0.37994    0.08525420      0.07027201     
0.38094    0.08427010      0.07017081     
0.38194    0.11930200      0.07007511     
0.38294    0.11689200      0.06998331     
0.38394    0.07195980      0.06989774     
0.38494    0.09347140      0.06981286     
0.38594    0.11224300      0.06973471     
0.38694    0.10098700      0.06965662     
